"mesh","umls"
"denervation","Therapeutic or Preventive Procedure"
"denial (psychology)","Mental or Behavioral Dysfunction"
"denmark","Geographic Area"
"densitometry","Laboratory Procedure"
"dental alloys","Biomedical or Dental Material"
"dental alloys","Inorganic Chemical"
"dental amalgam","Biomedical or Dental Material"
"dental amalgam","Inorganic Chemical"
"dental anxiety","Mental Process"
"dental assistants","Professional or Occupational Group"
"dental auxiliaries","Professional or Occupational Group"
"dental care","Therapeutic or Preventive Procedure"
"dental care for aged","Health Care Activity"
"dental care for chronically ill","Health Care Activity"
"dental caries","Disease or Syndrome"
"dental clinics","Health Care Related Organization"
"dental clinics","Manufactured Object"
"dental enamel","Body Substance"
"dental enamel hypoplasia","Disease or Syndrome"
"dental enamel proteins","Amino Acid, Peptide, or Protein"
"dental enamel proteins","Biologically Active Substance"
"dental hygienists","Professional or Occupational Group"
"dental implantation, endosseous","Therapeutic or Preventive Procedure"
"dental implants","Medical Device"
"dental materials","Biomedical or Dental Material"
"dental occlusion","Organ or Tissue Function"
"dental offices","Manufactured Object"
"dental prosthesis","Medical Device"
"dental prosthesis, implant-supported","Medical Device"
"dental restoration, permanent","Biomedical or Dental Material"
"dental technicians","Professional or Occupational Group"
"dentistry","Biomedical Occupation or Discipline"
"dentists","Professional or Occupational Group"
"dentists, women","Professional or Occupational Group"
"denture bases","Medical Device"
"denture retention","Therapeutic or Preventive Procedure"
"denture, complete","Medical Device"
"denture, complete, lower","Medical Device"
"denture, complete, upper","Medical Device"
"denture, partial, fixed","Medical Device"
"denture, partial, removable","Medical Device"
"dentures","Medical Device"
"deoxycytidine","Nucleic Acid, Nucleoside, or Nucleotide"
"deoxyglucose","Organic Chemical"
"deoxyglucose","Pharmacologic Substance"
"deoxyguanosine","Nucleic Acid, Nucleoside, or Nucleotide"
"deoxyribonucleases","Amino Acid, Peptide, or Protein"
"deoxyribonucleases","Enzyme"
"deoxyribonucleases","Pharmacologic Substance"
"deoxyribonucleases, type ii site-specific","Amino Acid, Peptide, or Protein"
"deoxyribonucleases, type ii site-specific","Enzyme"
"dependency (psychology)","Mental Process"
"dependent personality disorder","Mental or Behavioral Dysfunction"
"depression","Mental or Behavioral Dysfunction"
"depression, chemical","Mental or Behavioral Dysfunction"
"depressive disorder","Mental or Behavioral Dysfunction"
"depressive disorder, major","Mental or Behavioral Dysfunction"
"dermatan sulfate","Biologically Active Substance"
"dermatan sulfate","Organic Chemical"
"dermatitis","Disease or Syndrome"
"dermatitis, allergic contact","Disease or Syndrome"
"dermatitis, atopic","Disease or Syndrome"
"dermatitis, contact","Disease or Syndrome"
"dermatitis, exfoliative","Disease or Syndrome"
"dermatitis, irritant","Disease or Syndrome"
"dermatitis, occupational","Disease or Syndrome"
"dermatitis, perioral","Disease or Syndrome"
"dermatitis, seborrheic","Disease or Syndrome"
"dermatoglyphics","Laboratory Procedure"
"dermatomycoses","Disease or Syndrome"
"dermatomyositis","Disease or Syndrome"
"dermatophagoides farinae","Eukaryote"
"dermatophagoides pteronyssinus","Immunologic Factor"
"dermatophagoides pteronyssinus","Pharmacologic Substance"
"desensitization, immunologic","Therapeutic or Preventive Procedure"
"desensitization, psychologic","Therapeutic or Preventive Procedure"
"desert climate","Natural Phenomenon or Process"
"designer drugs","Hazardous or Poisonous Substance"
"desmosomes","Cell Component"
"desoximetasone","Hormone"
"desoximetasone","Organic Chemical"
"desoximetasone","Pharmacologic Substance"
"desoxycorticosterone","Hormone"
"desoxycorticosterone","Organic Chemical"
"desoxycorticosterone","Pharmacologic Substance"
"detergents","Chemical Viewed Functionally"
"deuterium","Element, Ion, or Isotope"
"deuterium oxide","Inorganic Chemical"
"developed countries","Qualitative Concept"
"developing countries","Qualitative Concept"
"device removal","Therapeutic or Preventive Procedure"
"dexamethasone","Organic Chemical"
"dexamethasone","Pharmacologic Substance"
"dexamethasone isonicotinate","Hormone"
"dexamethasone isonicotinate","Organic Chemical"
"dexamethasone isonicotinate","Pharmacologic Substance"
"dexmedetomidine","Organic Chemical"
"dexmedetomidine","Pharmacologic Substance"
"dextrans","Organic Chemical"
"dextrans","Pharmacologic Substance"
"dextropropoxyphene","Organic Chemical"
"dextropropoxyphene","Pharmacologic Substance"
"diabetes complications","Disease or Syndrome"
"diabetes insipidus","Disease or Syndrome"
"diabetes mellitus","Disease or Syndrome"
"diabetes mellitus, type 1","Disease or Syndrome"
"diabetes mellitus, type 2","Disease or Syndrome"
"diabetes, gestational","Disease or Syndrome"
"diabetic ketoacidosis","Disease or Syndrome"
"diagnosis","Finding"
"diagnosis-related groups","Intellectual Product"
"diagnosis, computer-assisted","Diagnostic Procedure"
"diagnosis, differential","Diagnostic Procedure"
"diagnostic and statistical manual of mental disorders","Intellectual Product"
"diagnostic equipment","Medical Device"
"diagnostic errors","Qualitative Concept"
"diagnostic imaging","Diagnostic Procedure"
"diagnostic self evaluation","Mental Process"
"diagnostic services","Health Care Activity"
"diagnostic techniques and procedures","Diagnostic Procedure"
"diagnostic techniques, cardiovascular","Diagnostic Procedure"
"diagnostic techniques, otological","Diagnostic Procedure"
"diagnostic techniques, respiratory system","Diagnostic Procedure"
"diagnostic tests, routine","Diagnostic Procedure"
"dialysis","Natural Phenomenon or Process"
"diamines","Organic Chemical"
"diamond","Element, Ion, or Isotope"
"dianthus","Plant"
"diaphragm","Body Part, Organ, or Organ Component"
"diaphragmatic eventration","Congenital Abnormality"
"diarrhea","Sign or Symptom"
"diastole","Clinical Attribute"
"diathermy","Therapeutic or Preventive Procedure"
"diatrizoate","Indicator, Reagent, or Diagnostic Aid"
"diazepam","Organic Chemical"
"diazepam","Pharmacologic Substance"
"diazomethane","Indicator, Reagent, or Diagnostic Aid"
"diazomethane","Organic Chemical"
"diazonium compounds","Organic Chemical"
"dibekacin","Antibiotic"
"dibekacin","Organic Chemical"
"dibenzazepines","Organic Chemical"
"dibenzocycloheptenes","Pharmacologic Substance"
"dibenzothiepins","Organic Chemical"
"dibenzoxepins","Organic Chemical"
"dibenzylchlorethamine","Organic Chemical"
"dibenzylchlorethamine","Pharmacologic Substance"
"dicarboxylic acids","Organic Chemical"
"dichloroacetic acid","Organic Chemical"
"dichloroacetic acid","Pharmacologic Substance"
"dichlorodiphenyl dichloroethylene","Hazardous or Poisonous Substance"
"dichlorodiphenyl dichloroethylene","Organic Chemical"
"dichlorvos","Hazardous or Poisonous Substance"
"dichlorvos","Organic Chemical"
"diclofenac","Organic Chemical"
"diclofenac","Pharmacologic Substance"
"dictyostelium","Eukaryote"
"diencephalon","Body Part, Organ, or Organ Component"
"diet","Food"
"diet records","Intellectual Product"
"diet surveys","Health Care Activity"
"diet therapy","Health Care Activity"
"diet, mediterranean","Therapeutic or Preventive Procedure"
"diet, reducing","Therapeutic or Preventive Procedure"
"diet, sodium-restricted","Therapeutic or Preventive Procedure"
"diet, vegetarian","Finding"
"dietary carbohydrates","Organic Chemical"
"dietary fats","Food"
"dietary fats","Organic Chemical"
"dietary fats, unsaturated","Food"
"dietary fats, unsaturated","Organic Chemical"
"dietary proteins","Amino Acid, Peptide, or Protein"
"dietary supplements","Food"
"diethylcarbamazine","Organic Chemical"
"diethylcarbamazine","Pharmacologic Substance"
"diethylhexyl phthalate","Biomedical or Dental Material"
"diethylhexyl phthalate","Hazardous or Poisonous Substance"
"diethylhexyl phthalate","Organic Chemical"
"diethylstilbestrol","Hazardous or Poisonous Substance"
"diethylstilbestrol","Organic Chemical"
"diethylstilbestrol","Pharmacologic Substance"
"differential threshold","Quantitative Concept"
"diffusion","Natural Phenomenon or Process"
"diffusion magnetic resonance imaging","Diagnostic Procedure"
"diffusion of innovation","Human-caused Phenomenon or Process"
"digestion","Organism Function"
"digestive system","Body System"
"digestive system diseases","Disease or Syndrome"
"digitalis","Plant"
"digitalis glycosides","Organic Chemical"
"digitalis glycosides","Pharmacologic Substance"
"digitoxin","Organic Chemical"
"digitoxin","Pharmacologic Substance"
"diglycerides","Organic Chemical"
"diglycerides","Pharmacologic Substance"
"digoxin","Organic Chemical"
"digoxin","Pharmacologic Substance"
"dihydroalprenolol","Organic Chemical"
"dihydroalprenolol","Pharmacologic Substance"
"dihydroergotoxine","Organic Chemical"
"dihydroergotoxine","Pharmacologic Substance"
"dihydropyridines","Organic Chemical"
"dihydropyridines","Pharmacologic Substance"
"dihydrotachysterol","Organic Chemical"
"dihydrotachysterol","Pharmacologic Substance"
"dihydrotachysterol","Vitamin"
"dihydroxyphenylalanine","Amino Acid, Peptide, or Protein"
"dihydroxyphenylalanine","Biologically Active Substance"
"dihydroxyphenylalanine","Pharmacologic Substance"
"dilatation","Pathologic Function"
"dilatation, pathologic","Pathologic Function"
"diltiazem","Organic Chemical"
"diltiazem","Pharmacologic Substance"
"dimaprit","Organic Chemical"
"dimaprit","Pharmacologic Substance"
"dimercaprol","Organic Chemical"
"dimercaprol","Pharmacologic Substance"
"dimethindene","Organic Chemical"
"dimethindene","Pharmacologic Substance"
"dimethylamines","Organic Chemical"
"dimethylphenylpiperazinium iodide","Organic Chemical"
"dimethylphenylpiperazinium iodide","Pharmacologic Substance"
"dinoflagellida","Eukaryote"
"dinoprost","Hormone"
"dinoprost","Organic Chemical"
"dinoprost","Pharmacologic Substance"
"dinoprostone","Hormone"
"dinoprostone","Organic Chemical"
"dinoprostone","Pharmacologic Substance"
"dinucleotide repeats","Biologically Active Substance"
"dinucleotide repeats","Nucleic Acid, Nucleoside, or Nucleotide"
"dioxanes","Hazardous or Poisonous Substance"
"dioxanes","Organic Chemical"
"dioxins","Hazardous or Poisonous Substance"
"dioxins","Organic Chemical"
"dioxoles","Organic Chemical"
"dipeptides","Amino Acid, Peptide, or Protein"
"dipeptidyl peptidase 4","Amino Acid, Peptide, or Protein"
"dipeptidyl peptidase 4","Enzyme"
"dipeptidyl peptidase 4","Immunologic Factor"
"dipeptidyl-peptidases and tripeptidyl-peptidases","Amino Acid, Peptide, or Protein"
"dipeptidyl-peptidases and tripeptidyl-peptidases","Enzyme"
"diphenhydramine","Organic Chemical"
"diphenhydramine","Pharmacologic Substance"
"diphosphoglyceric acids","Organic Chemical"
"diphosphonates","Organic Chemical"
"diphosphonates","Pharmacologic Substance"
"diphtheria toxoid","Immunologic Factor"
"diphtheria toxoid","Pharmacologic Substance"
"diptera","Eukaryote"
"dipyridamole","Organic Chemical"
"dipyridamole","Pharmacologic Substance"
"dipyrone","Organic Chemical"
"dipyrone","Pharmacologic Substance"
"direct service costs","Quantitative Concept"
"directive counseling","Therapeutic or Preventive Procedure"
"directly observed therapy","Therapeutic or Preventive Procedure"
"dirofilariasis","Disease or Syndrome"
"disability evaluation","Diagnostic Procedure"
"disabled persons","Patient or Disabled Group"
"disaccharides","Organic Chemical"
"disaster planning","Governmental or Regulatory Activity"
"disasters","Phenomenon or Process"
"disclosure","Individual Behavior"
"discoidin domain receptor 1","Amino Acid, Peptide, or Protein"
"discoidin domain receptor 1","Enzyme"
"discoidin domain receptor 1","Receptor"
"discriminant analysis","Research Activity"
"discrimination (psychology)","Mental Process"
"disease","Disease or Syndrome"
"disease management","Functional Concept"
"disease models, animal","Experimental Model of Disease"
"disease notification","Health Care Activity"
"disease outbreaks","Phenomenon or Process"
"disease progression","Pathologic Function"
"disease reservoirs","Idea or Concept"
"disease susceptibility","Clinical Attribute"
"disease transmission, infectious","Pathologic Function"
"disease-free survival","Quantitative Concept"
"diseases in twins","Disease or Syndrome"
"disinfectants","Substance"
"disinfection","Therapeutic or Preventive Procedure"
"disintegrins","Amino Acid, Peptide, or Protein"
"disintegrins","Biologically Active Substance"
"diskectomy","Therapeutic or Preventive Procedure"
"disorders of excessive somnolence","Mental or Behavioral Dysfunction"
"disorders of sex development","Congenital Abnormality"
"disposable equipment","Manufactured Object"
"disruptive, impulse control, and conduct disorders","Mental or Behavioral Dysfunction"
"disseminated intravascular coagulation","Disease or Syndrome"
"dissociative disorders","Mental or Behavioral Dysfunction"
"district of columbia","Geographic Area"
"disulfides","Chemical Viewed Structurally"
"diterpenes","Organic Chemical"
"dithioerythritol","Indicator, Reagent, or Diagnostic Aid"
"dithioerythritol","Organic Chemical"
"dithiothreitol","Organic Chemical"
"dithiothreitol","Pharmacologic Substance"
"diuresis","Organ or Tissue Function"
"diuretics","Pharmacologic Substance"
"diuretics, osmotic","Pharmacologic Substance"
"diverticulitis","Disease or Syndrome"
"diverticulitis, colonic","Disease or Syndrome"
"diverticulum","Pathologic Function"
"diverticulum, colon","Anatomical Abnormality"
"diverticulum, esophageal","Anatomical Abnormality"
"diving","Daily or Recreational Activity"
"dizziness","Sign or Symptom"
"dmf index","Quantitative Concept"
"dna","Biologically Active Substance"
"dna","Nucleic Acid, Nucleoside, or Nucleotide"
"dna copy number variations","Genetic Function"
"dna damage","Cell or Molecular Dysfunction"
"dna methylation","Molecular Function"
"dna mutational analysis","Laboratory Procedure"
