"mesh","umls"
"crystallography, x-ray","Laboratory Procedure"
"ctla-4 antigen","Amino Acid, Peptide, or Protein"
"ctla-4 antigen","Immunologic Factor"
"cuba","Geographic Area"
"cucurbitaceae","Plant"
"cues","Idea or Concept"
"cultural characteristics","Group Attribute"
"cultural competency","Idea or Concept"
"cultural diversity","Conceptual Entity"
"culture","Idea or Concept"
"culture media","Indicator, Reagent, or Diagnostic Aid"
"culture media, conditioned","Indicator, Reagent, or Diagnostic Aid"
"culture media, serum-free","Indicator, Reagent, or Diagnostic Aid"
"culture techniques","Laboratory Procedure"
"cumulative trauma disorders","Disease or Syndrome"
"cupressaceae","Plant"
"cupressus","Plant"
"curettage","Therapeutic or Preventive Procedure"
"current procedural terminology","Intellectual Product"
"curriculum","Intellectual Product"
"cushing syndrome","Disease or Syndrome"
"cuspid","Body Part, Organ, or Organ Component"
"cyanates","Organic Chemical"
"cyanosis","Sign or Symptom"
"cyclic amp","Biologically Active Substance"
"cyclic amp","Nucleic Acid, Nucleoside, or Nucleotide"
"cyclic amp","Pharmacologic Substance"
"cyclic gmp","Biologically Active Substance"
"cyclic gmp","Nucleic Acid, Nucleoside, or Nucleotide"
"cyclic nucleotide phosphodiesterases, type 4","Amino Acid, Peptide, or Protein"
"cyclic nucleotide phosphodiesterases, type 4","Enzyme"
"cyclin-dependent kinase inhibitor p21","Amino Acid, Peptide, or Protein"
"cyclin-dependent kinase inhibitor p21","Biologically Active Substance"
"cyclizine","Organic Chemical"
"cyclizine","Pharmacologic Substance"
"cyclohexanes","Organic Chemical"
"cyclohexanols","Organic Chemical"
"cycloheximide","Antibiotic"
"cycloheximide","Organic Chemical"
"cyclonic storms","Natural Phenomenon or Process"
"cyclooxygenase 2","Amino Acid, Peptide, or Protein"
"cyclooxygenase 2","Enzyme"
"cyclooxygenase 2 inhibitors","Organic Chemical"
"cyclooxygenase 2 inhibitors","Pharmacologic Substance"
"cyclooxygenase inhibitors","Pharmacologic Substance"
"cycloparaffins","Organic Chemical"
"cyclophilin a","Amino Acid, Peptide, or Protein"
"cyclophilin a","Enzyme"
"cyclophilin a","Receptor"
"cyclophosphamide","Organic Chemical"
"cyclophosphamide","Pharmacologic Substance"
"cyclosporine","Amino Acid, Peptide, or Protein"
"cyclosporine","Pharmacologic Substance"
"cynara","Organic Chemical"
"cynara","Pharmacologic Substance"
"cyproheptadine","Organic Chemical"
"cyproheptadine","Pharmacologic Substance"
"cyprus","Geographic Area"
"cysteine","Amino Acid, Peptide, or Protein"
"cysteine","Biologically Active Substance"
"cysteine endopeptidases","Amino Acid, Peptide, or Protein"
"cysteine endopeptidases","Enzyme"
"cystic adenomatoid malformation of lung, congenital","Congenital Abnormality"
"cystic fibrosis","Disease or Syndrome"
"cystic fibrosis transmembrane conductance regulator","Amino Acid, Peptide, or Protein"
"cystic fibrosis transmembrane conductance regulator","Biologically Active Substance"
"cystitis","Disease or Syndrome"
"cystoscopy","Diagnostic Procedure"
"cysts","Disease or Syndrome"
"cytidine deaminase","Amino Acid, Peptide, or Protein"
"cytidine deaminase","Enzyme"
"cytochrome p-450 cyp1a1","Amino Acid, Peptide, or Protein"
"cytochrome p-450 cyp1a1","Enzyme"
"cytochrome p-450 cyp1a2","Amino Acid, Peptide, or Protein"
"cytochrome p-450 cyp1a2","Enzyme"
"cytochrome p-450 cyp2c19","Amino Acid, Peptide, or Protein"
"cytochrome p-450 cyp2c19","Enzyme"
"cytochrome p-450 cyp3a","Amino Acid, Peptide, or Protein"
"cytochrome p-450 cyp3a","Enzyme"
"cytochrome p-450 cyp3a inhibitors","Pharmacologic Substance"
"cytochromes b","Amino Acid, Peptide, or Protein"
"cytochromes b","Enzyme"
"cytodiagnosis","Laboratory Procedure"
"cytogenetic analysis","Molecular Biology Research Technique"
"cytokines","Cell Function"
"cytomegalovirus","Disease or Syndrome"
"cytomegalovirus infections","Disease or Syndrome"
"cytomegalovirus retinitis","Disease or Syndrome"
"cytopathogenic effect, viral","Cell or Molecular Dysfunction"
"cytoplasm","Cell Component"
"cytoplasmic granules","Cell Component"
"cytosine","Biologically Active Substance"
"cytosine","Organic Chemical"
"cytoskeleton","Cell Component"
"cytotoxicity tests, immunologic","Laboratory Procedure"
"cytotoxicity, immunologic","Cell Function"
"czech republic","Geographic Area"
"czechoslovakia","Geographic Area"
"dairy products","Food"
"dairying","Occupational Activity"
"dancing","Daily or Recreational Activity"
"dander","Body Substance"
"daphnia","Eukaryote"
"dapsone","Organic Chemical"
"dapsone","Pharmacologic Substance"
"data collection","Research Activity"
"data interpretation, statistical","Quantitative Concept"
"data mining","Machine Activity"
"database management systems","Intellectual Product"
"database management systems","Manufactured Object"
"databases as topic","Intellectual Product"
"databases, bibliographic","Intellectual Product"
"databases, factual","Intellectual Product"
"databases, genetic","Intellectual Product"
"datura stramonium","Plant"
"day care, medical","Health Care Activity"
"ddt","Hazardous or Poisonous Substance"
"ddt","Organic Chemical"
"dead box protein 58","Amino Acid, Peptide, or Protein"
"dead box protein 58","Enzyme"
"dead-box rna helicases","Amino Acid, Peptide, or Protein"
"dead-box rna helicases","Enzyme"
"deafness","Finding"
"death","Organism Function"
"death certificates","Intellectual Product"
"death domain receptor signaling adaptor proteins","Amino Acid, Peptide, or Protein"
"death domain receptor signaling adaptor proteins","Biologically Active Substance"
"death, sudden","Pathologic Function"
"death, sudden, cardiac","Pathologic Function"
"debridement","Therapeutic or Preventive Procedure"
"decanoic acids","Organic Chemical"
"decapoda (crustacea)","Eukaryote"
"decapodiformes","Eukaryote"
"deception","Individual Behavior"
"decision making","Mental Process"
"decision making, computer-assisted","Mental Process"
"decision making, organizational","Occupational Activity"
"decision support systems, clinical","Intellectual Product"
"decision support techniques","Intellectual Product"
"decision trees","Intellectual Product"
"decompression, surgical","Therapeutic or Preventive Procedure"
"deductibles and coinsurance","Idea or Concept"
"defecation","Organism Function"
"defense mechanisms","Mental Process"
"defensins","Amino Acid, Peptide, or Protein"
"defensins","Immunologic Factor"
"defensins","Pharmacologic Substance"
"defibrillators, implantable","Medical Device"
"deficiency diseases","Disease or Syndrome"
"deglutition","Organism Function"
"deglutition disorders","Disease or Syndrome"
"dehydration","Disease or Syndrome"
"dehydroepiandrosterone","Hormone"
"dehydroepiandrosterone","Organic Chemical"
"dehydroepiandrosterone","Pharmacologic Substance"
"dehydroepiandrosterone sulfate","Biologically Active Substance"
"dehydroepiandrosterone sulfate","Organic Chemical"
"dehydroepiandrosterone sulfate","Pharmacologic Substance"
"deinstitutionalization","Health Care Activity"
"delaware","Geographic Area"
"delayed diagnosis","Qualitative Concept"
"delayed emergence from anesthesia","Finding"
"delayed-action preparations","Pharmacologic Substance"
"delivery of health care","Health Care Activity"
"delivery of health care, integrated","Health Care Activity"
"delivery, obstetric","Therapeutic or Preventive Procedure"
"delphi technique","Research Activity"
"demeclocycline","Antibiotic"
"demeclocycline","Organic Chemical"
"dementia","Mental or Behavioral Dysfunction"
"democratic republic of the congo","Geographic Area"
"demography","Occupation or Discipline"
"denaturing gradient gel electrophoresis","Laboratory Procedure"
"dendritic cells","Cell"
"denervation","Therapeutic or Preventive Procedure"
"denial (psychology)","Mental or Behavioral Dysfunction"
"denmark","Geographic Area"
"densitometry","Laboratory Procedure"
"dental amalgam","Biomedical or Dental Material"
"dental amalgam","Inorganic Chemical"
"dental anxiety","Mental Process"
"dental arch","Body Part, Organ, or Organ Component"
"dental calculus","Finding"
"dental care","Therapeutic or Preventive Procedure"
"dental care for children","Health Care Activity"
"dental care for chronically ill","Health Care Activity"
"dental care for disabled","Health Care Activity"
"dental caries","Disease or Syndrome"
"dental caries activity tests","Diagnostic Procedure"
"dental caries susceptibility","Organism Attribute"
"dental enamel","Body Substance"
"dental enamel hypoplasia","Disease or Syndrome"
"dental enamel proteins","Amino Acid, Peptide, or Protein"
"dental enamel proteins","Biologically Active Substance"
"dental equipment","Medical Device"
"dental health services","Health Care Activity"
"dental health surveys","Research Activity"
"dental materials","Biomedical or Dental Material"
"dental models","Medical Device"
"dental occlusion, traumatic","Injury or Poisoning"
"dental plaque","Disease or Syndrome"
"dental plaque index","Intellectual Product"
"dental restoration, permanent","Biomedical or Dental Material"
"dental service, hospital","Health Care Related Organization"
"dentin","Body Substance"
"dentist-patient relations","Social Behavior"
"dentistry, operative","Biomedical Occupation or Discipline"
"dentition, mixed","Body Part, Organ, or Organ Component"
"dentition, permanent","Body Part, Organ, or Organ Component"
"denture bases","Medical Device"
"deoxyribonuclease i","Amino Acid, Peptide, or Protein"
"deoxyribonuclease i","Enzyme"
"deoxyribonucleases","Amino Acid, Peptide, or Protein"
"deoxyribonucleases","Enzyme"
"deoxyribonucleases","Pharmacologic Substance"
"deoxyribonucleases, type ii site-specific","Amino Acid, Peptide, or Protein"
"deoxyribonucleases, type ii site-specific","Enzyme"
"dependency (psychology)","Mental Process"
"depression","Mental or Behavioral Dysfunction"
"depression, chemical","Mental or Behavioral Dysfunction"
"depression, postpartum","Mental or Behavioral Dysfunction"
"depressive disorder","Mental or Behavioral Dysfunction"
"depressive disorder, major","Mental or Behavioral Dysfunction"
"dermatitis","Disease or Syndrome"
"dermatitis herpetiformis","Disease or Syndrome"
"dermatitis, allergic contact","Disease or Syndrome"
"dermatitis, atopic","Disease or Syndrome"
"dermatitis, contact","Disease or Syndrome"
"dermatitis, exfoliative","Disease or Syndrome"
"dermatitis, occupational","Disease or Syndrome"
"dermatitis, perioral","Disease or Syndrome"
"dermatitis, seborrheic","Disease or Syndrome"
"dermatitis, toxicodendron","Disease or Syndrome"
"dermatoglyphics","Laboratory Procedure"
"dermatologic agents","Pharmacologic Substance"
"dermatology","Biomedical Occupation or Discipline"
"dermatomyositis","Disease or Syndrome"
"dermatophagoides farinae","Eukaryote"
"dermatophagoides pteronyssinus","Immunologic Factor"
"dermatophagoides pteronyssinus","Pharmacologic Substance"
"desensitization, immunologic","Therapeutic or Preventive Procedure"
"desensitization, psychologic","Therapeutic or Preventive Procedure"
"desert climate","Natural Phenomenon or Process"
"designer drugs","Hazardous or Poisonous Substance"
"desipramine","Organic Chemical"
"desipramine","Pharmacologic Substance"
"desoxycorticosterone","Hormone"
"desoxycorticosterone","Organic Chemical"
"desoxycorticosterone","Pharmacologic Substance"
"detergents","Chemical Viewed Functionally"
"deuterium","Element, Ion, or Isotope"
"deuterium oxide","Inorganic Chemical"
"developed countries","Qualitative Concept"
"developing countries","Qualitative Concept"
"developmental biology","Occupation or Discipline"
"developmental disabilities","Mental or Behavioral Dysfunction"
"dexamethasone","Organic Chemical"
"dexamethasone","Pharmacologic Substance"
"dexamethasone isonicotinate","Hormone"
"dexamethasone isonicotinate","Organic Chemical"
"dexamethasone isonicotinate","Pharmacologic Substance"
"dextrans","Organic Chemical"
"dextrans","Pharmacologic Substance"
"dextrins","Organic Chemical"
"diabetes complications","Disease or Syndrome"
"diabetes mellitus","Disease or Syndrome"
"diabetes mellitus, type 1","Disease or Syndrome"
"diabetes mellitus, type 2","Disease or Syndrome"
"diabetes, gestational","Disease or Syndrome"
"diabetic ketoacidosis","Disease or Syndrome"
"diagnosis","Finding"
"diagnosis-related groups","Intellectual Product"
"diagnosis, computer-assisted","Diagnostic Procedure"
"diagnosis, differential","Diagnostic Procedure"
"diagnosis, dual (psychiatry)","Finding"
"diagnostic and statistical manual of mental disorders","Intellectual Product"
"diagnostic equipment","Medical Device"
"diagnostic errors","Qualitative Concept"
"diagnostic imaging","Diagnostic Procedure"
"diagnostic self evaluation","Mental Process"
"diagnostic services","Health Care Activity"
"diagnostic techniques and procedures","Diagnostic Procedure"
"diagnostic techniques, respiratory system","Diagnostic Procedure"
"diagnostic tests, routine","Diagnostic Procedure"
"diamide","Indicator, Reagent, or Diagnostic Aid"
"diamide","Organic Chemical"
"diamide","Pharmacologic Substance"
"diaphragm","Body Part, Organ, or Organ Component"
"diarrhea","Sign or Symptom"
"diarrhea, infantile","Sign or Symptom"
"diastole","Clinical Attribute"
"diathermy","Therapeutic or Preventive Procedure"
"diazepam","Organic Chemical"
"diazepam","Pharmacologic Substance"
"dibenzocycloheptenes","Pharmacologic Substance"
"dichlorodiphenyl dichloroethylene","Hazardous or Poisonous Substance"
"dichlorodiphenyl dichloroethylene","Organic Chemical"
"diclofenac","Organic Chemical"
